R,R_12,modulation_depth,nuclear_zq_frequency,pair_contribution,intensity
1.292929292929293,10.373737373737374,3.101611606095906e-8,-1.9196134894849644e6,-1.0965619913861852e-10,0.9999999998903438
1.292929292929293,10.666666666666666,3.284153344555894e-8,-1.7159924074376007e6,-4.1090261661914724e-8,0.9999999589097384
1.292929292929293,10.95959595959596,3.472007011700766e-8,-1.538648147706962e6,-1.3185633073484737e-7,0.9999998681436693
1.292929292929293,11.252525252525253,3.665156292138082e-8,-1.3836205616085818e6,-1.814248120863383e-8,0.9999999818575188
1.292929292929293,11.545454545454545,3.863586806958071e-8,-1.2476271024281017e6,-6.356737941727941e-13,0.9999999999993643
1.292929292929293,11.83838383838384,4.067285843783163e-8,-1.1279338901728748e6,-2.1086468246955253e-8,0.9999999789135318
1.292929292929293,12.131313131313131,4.276242130015916e-8,-1.0222536308714509e6,-1.2333824550743404e-7,0.9999998766617545
1.292929292929293,12.424242424242424,4.490445641469872e-8,-928664.3445599246,-1.7791096631735042e-7,0.9999998220890337
1.292929292929293,12.717171717171718,4.7098874401492125e-8,-845544.3123753261,-1.1548079944349319e-7,0.9999998845192005
1.292929292929293,13.01010101010101,4.934559536170025e-8,-771519.7373575964,-3.6637100685629996e-8,0.9999999633628993
1.292929292929293,13.303030303030303,5.164454769775108e-8,-705422.425761258,-4.130694881631995e-9,0.9999999958693051
1.292929292929293,13.595959595959595,5.399566710150363e-8,-646255.4078298316,-1.3898145543699069e-11,0.9999999999861019
1.292929292929293,13.88888888888889,5.6398895683509826e-8,-593164.8810933696,-2.109299216585883e-10,0.9999999997890701
1.292929292929293,14.181818181818182,5.8854181221249016e-8,-545417.213136498,-6.193401962040479e-9,0.999999993806598
1.292929292929293,14.474747474747474,6.136147650806718e-8,-502380.01212886325,-2.9519649984307735e-8,0.99999997048035
1.292929292929293,14.767676767676768,6.392073878766042e-8,-463506.48258564377,-7.417754782129379e-8,0.9999999258224522
1.292929292929293,15.06060606060606,6.653192926147919e-8,-428322.44591692154,-1.3342120358391742e-7,0.9999998665787965
1.292929292929293,15.353535353535353,6.919501265849426e-8,-396415.5315629582,-1.9537629014830237e-7,0.9999998046237099
1.292929292929293,15.646464646464647,7.190995685845865e-8,-367426.14330720436,-2.4916901664695644e-7,0.9999997508309834
1.292929292929293,15.93939393939394,7.467673256119512e-8,-341039.88304027985,-2.880762630819981e-7,0.9999997119237369
1.292929292929293,16.232323232323232,7.749531299560033e-8,-316981.175606512,-3.098578506704598e-7,0.9999996901421493
1.292929292929293,16.525252525252526,8.03656736630068e-8,-295007.88704306615,-3.156123255347403e-7,0.9999996843876745
1.292929292929293,16.818181818181817,8.328779211034911e-8,-274906.76730486425,-3.0829548982660407e-7,0.9999996917045102
1.292929292929293,17.11111111111111,8.626164772924885e-8,-256489.57959499213,-2.9149797250650335e-7,0.9999997085020275
1.292929292929293,17.404040404040405,8.928722157769166e-8,-239589.80334020295,-2.686559116849978e-7,0.9999997313440883
1.292929292929293,17.696969696969695,9.236449622144388e-8,-224059.81794334383,-2.4265003252419865e-7,0.9999997573499675
1.292929292929293,17.98989898989899,9.549345559275509e-8,-209768.4907046668,-2.156764702882411e-7,0.9999997843235298
1.292929292929293,18.282828282828284,9.867408486422851e-8,-196599.10551030887,-1.8927579331304265e-7,0.9999998107242067
1.292929292929293,18.575757575757574,1.0190637033603147e-7,-184447.57964973466,-1.6443617827426558e-7,0.9999998355638218
1.292929292929293,18.86868686868687,1.0519029933486089e-7,-173220.9249261128,-1.417181029775132e-7,0.999999858281897
1.292929292929293,19.161616161616163,1.0852586012328538e-7,-162835.91644544562,-1.2137227566859487e-7,0.9999998786277243
1.292929292929293,19.454545454545453,1.1191304181826611e-7,-153217.93841428892,-1.0343852033644629e-7,0.9999998965614797
1.292929292929293,19.747474747474747,1.1535183431781721e-7,-144299.9811832773,-8.782258336440047e-8,0.9999999121774167
1.292929292929293,20.04040404040404,1.1884222823488084e-7,-136021.767837296,-7.435247348596456e-8,0.9999999256475265
1.292929292929293,20.333333333333332,1.2238421483762887e-7,-128328.99200779,-6.281780999472596e-8,0.99999993718219
1.292929292929293,20.626262626262626,1.2597778599548548e-7,-121172.65139313166,-5.299600640178894e-8,0.9999999470039936
1.292929292929293,20.91919191919192,1.296229341302478e-7,-114508.4638198562,-4.466875432400863e-8,0.9999999553312456
1.292929292929293,21.21212121212121,1.3331965217177732e-7,-108296.35464258224,-3.763164861443439e-8,0.9999999623683514
1.292929292929293,21.505050505050505,1.3706793351776248e-7,-102500.00592997027,-3.169914303498763e-8,0.9999999683008569
1.292929292929293,21.7979797979798,1.4086777199714845e-7,-97086.45927219788,-2.6706450134318404e-8,0.9999999732935498
1.292929292929293,22.09090909090909,1.4471916183684676e-7,-92025.76521647516,-2.2509533256443494e-8,0.9999999774904668
1.292929292929293,22.383838383838384,1.4862209763139747e-7,-87290.67332733414,-1.8983982125468328e-8,0.9999999810160178
1.292929292929293,22.67676767676768,1.525765743152891e-7,-82856.35770767817,-1.6023301184761004e-8,0.9999999839766989
1.292929292929293,22.96969696969697,1.5658258713767685e-7,-78700.17352947324,-1.3536952813187658e-8,0.9999999864630472
1.292929292929293,23.262626262626263,1.6064013163925615e-7,-74801.44072985521,-1.1448367631968473e-8,0.9999999885516324
1.292929292929293,23.555555555555557,1.647492036310963e-7,-71141.25154616707,-9.693046123300001e-9,0.9999999903069539
1.292929292929293,23.848484848484848,1.6890979917523543e-7,-67702.29900605281,-8.216817704026179e-9,0.9999999917831823
1.292929292929293,24.141414141414142,1.7312191456688258e-7,-64468.723867872104,-6.9742861824915845e-9,0.9999999930257139
1.292929292929293,24.434343434343436,1.7738554631806902e-7,-61425.97783212167,-5.927467558912282e-9,0.9999999940725325
1.292929292929293,24.727272727272727,1.8170069114261632e-7,-58560.70112437999,-5.044612690601307e-9,0.9999999949553873
1.292929292929293,25.02020202020202,1.8606734594230896e-7,-55860.61279139211,-4.299200134864434e-9,0.9999999957007999
1.292929292929293,25.31313131313131,1.904855077941516e-7,-53314.41226000785,-3.669081239879898e-9,0.9999999963309187
1.292929292929293,25.606060606060606,1.9495517393862324e-7,-50911.690888616635,-3.1357587494595044e-9,0.9999999968642412
1.292929292929293,25.8989898989899,1.99476341768838e-7,-48642.85239658071,-2.6837808087152157e-9,0.9999999973162191
1.292929292929293,26.19191919191919,2.0404900882053448e-7,-46499.04119239171,-2.300233646844066e-9,0.9999999976997663
1.292929292929293,26.484848484848484,2.0867317276281531e-7,-44472.07773880118,-1.974317954065596e-9,0.9999999980256821
1.292929292929293,26.77777777777778,2.1334883138958948e-7,-42554.40019547623,-1.6969958069944812e-9,0.9999999983030042
1.292929292929293,27.07070707070707,2.1807598261163536e-7,-40739.011668933046,-1.460696781327695e-9,0.9999999985393032
1.292929292929293,27.363636363636363,2.228546244492534e-7,-39019.432477384355,-1.2590735421379576e-9,0.9999999987409265
1.292929292929293,27.656565656565657,2.2768475502544987e-7,-37389.656906260156,-1.0867986830157888e-9,0.9999999989132013
1.292929292929293,27.949494949494948,2.325663725596026e-7,-35844.11398981983,-9.393958849496028e-10,0.9999999990606041
1.292929292929293,28.242424242424242,2.3749947536158813e-7,-34377.63190660375,-8.130995887660606e-10,0.9999999991869004
1.292929292929293,28.535353535353536,2.424840618263136e-7,-32985.40562244014,-7.047383341034773e-10,0.9999999992952616
1.292929292929293,28.828282828282827,2.4752013042862745e-7,-31662.967455150763,-6.11637730081244e-10,0.9999999993883623
1.292929292929293,29.12121212121212,2.52607679718589e-7,-30406.160270709555,-5.315397060497247e-10,0.9999999994684603
1.292929292929293,29.414141414141415,2.577467083170577e-7,-29211.113052016408,-4.625352626364288e-10,0.9999999995374648
1.292929292929293,29.707070707070706,2.629372149115721e-7,-28074.218609182404,-4.030084200528144e-10,0.9999999995969916
1.292929292929293,30.0,2.6817919825252224e-7,-26992.11322474615,-3.515894569274468e-10,0.9999999996484106
1.5858585858585859,1.0,1.9505914142897878e-5,-8.545271457535662e7,-1.8434819601739542e-13,0.9999999999998157
1.5858585858585859,1.292929292929293,2.4993518899180457e-6,-1.1045227935387404e8,-1.404812854583855e-6,0.9999985951871454
1.5858585858585859,1.5858585858585859,5.067395410944439e-7,-1.3293133707138383e8,-1.8548750511237365e-6,0.9999981451249489
1.5858585858585859,1.878787878787879,1.4362589239341146e-7,-1.501632306806561e8,-2.0660046140060223e-13,0.9999999999997934
1.5858585858585859,2.1717171717171717,5.336860979123106e-8,-1.5949993151582924e8,-8.62320470969386e-9,0.9999999913767953
1.5858585858585859,2.4646464646464645,2.4959769352217448e-8,-1.5956185216675764e8,-5.710842960035931e-11,0.9999999999428916
1.5858585858585859,2.757575757575758,1.4206931732053084e-8,-1.5100132085994723e8,-3.028140904186662e-8,0.999999969718591
1.5858585858585859,3.0505050505050506,9.525359942159354e-9,-1.362251542840461e8,-3.869145060508901e-9,0.9999999961308549
1.5858585858585859,3.3434343434343434,7.284387658648284e-9,-1.183145971574431e8,-1.2885973814299217e-8,0.9999999871140262
1.5858585858585859,3.6363636363636362,6.166458969825999e-9,-9.995244232351229e7,-9.094234265631218e-11,0.9999999999090576
1.5858585858585859,3.9292929292929295,5.6311461899125824e-9,-8.290326425855584e7,-2.0192001015777357e-11,0.999999999979808
1.5858585858585859,4.222222222222222,5.4326531254650356e-9,-6.8027420364189e7,-6.803902139479157e-9,0.9999999931960979
1.5858585858585859,4.515151515151516,5.448911268913255e-9,-5.554454310548893e7,-1.7968244970635255e-8,0.999999982031755
1.5858585858585859,4.808080808080808,5.614536303911415e-9,-4.531490049344888e7,-4.2438854221320773e-10,0.9999999995756115
1.5858585858585859,5.101010101010101,5.892126048768047e-9,-3.704321626118604e7,-8.411921431934076e-12,0.9999999999915881
1.5858585858585859,5.393939393939394,6.259014160144542e-9,-3.0397796113318123e7,-1.8672550634029297e-8,0.9999999813274494
1.5858585858585859,5.686868686868687,6.700746605484609e-9,-2.5068713887170825e7,-2.6287535625856354e-10,0.9999999997371246
1.5858585858585859,5.97979797979798,7.207681820986671e-9,-2.079006811073135e7,-1.6303442844564407e-10,0.9999999998369655
1.5858585858585859,6.2727272727272725,7.773128202966798e-9,-1.734387439501834e7,-2.505605638522139e-8,0.9999999749439437
1.5858585858585859,6.565656565656566,8.392277382334508e-9,-1.455589287103895e7,-2.0869624954733877e-9,0.9999999979130375
1.5858585858585859,6.858585858585859,9.061568266543598e-9,-1.2288753395441204e7,-3.3892565711632436e-8,0.9999999661074342
1.5858585858585859,7.151515151515151,9.77829378663035e-9,-1.043488149542812e7,-3.09787820246949e-8,0.999999969021218
1.5858585858585859,7.444444444444445,1.0540349437265674e-8,-8.910229019804306e6,-3.549601838753157e-9,0.9999999964503982
1.5858585858585859,7.737373737373737,1.1346067446888724e-8,-7.649091312169534e6,-3.3072981594429807e-9,0.9999999966927018
1.5858585858585859,8.030303030303031,1.219410426623753e-8,-6.599978131256257e6,-4.8759504746031126e-8,0.9999999512404952
1.5858585858585859,8.323232323232324,1.3083362211846118e-8,-5.722390839452178e6,-6.300348488602562e-10,0.9999999993699652
1.5858585858585859,8.616161616161616,1.4012933574935383e-8,-4.984334830098465e6,-1.0798252859306638e-10,0.9999999998920175
1.5858585858585859,8.909090909090908,1.4982059875868222e-8,-4.36040987357889e6,-7.482122850132798e-11,0.9999999999251787
1.5858585858585859,9.202020202020202,1.5990101566737237e-8,-3.8303467545914925e6,-5.016992109438822e-10,0.9999999994983008
1.5858585858585859,9.494949494949495,1.7036515097217257e-8,-3.3778852454547225e6,-4.992435501679956e-8,0.999999950075645
1.5858585858585859,9.787878787878787,1.812083527333867e-8,-2.98991192899836e6,-1.621789889116798e-8,0.9999999837821011
1.5858585858585859,10.080808080808081,1.9242661491034995e-8,-2.6557955519156423e6,-1.4064618192043164e-8,0.9999999859353819
1.5858585858585859,10.373737373737374,2.0401646854230083e-8,-2.3668726382005615e6,-1.628462863900806e-8,0.9999999837153714
1.5858585858585859,10.666666666666666,2.1597489473473483e-8,-2.11604764683326e6,-6.054958061041549e-8,0.9999999394504194
1.5858585858585859,10.95959595959596,2.2829925436152987e-8,-1.8974807173299496e6,-1.4009967457669657e-12,0.999999999998599
1.5858585858585859,11.252525252525253,2.4098723074510518e-8,-1.7063426414749033e6,-3.549746656211451e-8,0.9999999645025335
1.5858585858585859,11.545454545454545,2.540367825296226e-8,-1.5386216485945343e6,-9.646719732475495e-8,0.9999999035328027
1.5858585858585859,11.83838383838384,2.674461046441422e-8,-1.3909703030396057e6,-1.6042451059477155e-8,0.999999983957549
1.5858585858585859,12.131313131313131,2.812135957478541e-8,-1.2605835982813577e6,-1.7050151065958208e-14,0.9999999999999829
1.5858585858585859,12.424242424242424,2.953378309140409e-8,-1.1451014274176287e6,-9.266508764762968e-9,0.9999999907334912
1.5858585858585859,12.717171717171718,3.098175385812583e-8,-1.0425301905806031e6,-7.346309726640034e-8,0.9999999265369027
