x,y,z
-27.200000000000003,-9.005,-2.9860000000000007
-27.763,-7.271000000000001,-4.549
-29.271000000000004,-5.555,-3.841
-29.881000000000004,-5.364000000000001,-1.5229999999999997
-29.315,-7.109,-0.040000000000000924
-29.694000000000003,-8.508000000000001,2.9419999999999993
-29.816000000000003,-10.028,6.767
-30.390000000000004,-8.346,5.194
-28.334,-11.803,6.169
-27.541,-11.895000000000001,3.8649999999999993
-23.117,-14.404,-1.0570000000000004
-24.91,-14.115,2.987000000000001
-24.347,-15.849,4.550000000000002
-22.839000000000002,-17.565,3.8409999999999984
-22.229000000000003,-17.756,1.5229999999999997
-22.795,-16.011,0.040000000000000036
-22.416,-14.612,-2.9410000000000003
-22.294,-13.092,-6.766
-21.721,-14.774000000000001,-5.194
-23.776000000000003,-11.317,-6.1690000000000005
-24.569000000000003,-11.225000000000001,-3.865
-27.744564046751844,-13.091999999999999,16.84298666974625
-16.170871906496316,1.3989999999999951,-30.863973339492503
-14.662871906496315,3.114999999999996,-31.571973339492505
-27.58143595324816,-1.4910000000000019,-19.05898666974625
-26.07343595324816,0.2249999999999983,-19.767986669746254
-25.46343595324816,0.41599999999999815,-22.08598666974625
-26.268435953248158,-5.734000000000002,-10.746986669746253
-24.474435953248157,-5.445000000000002,-14.790986669746253
-25.03743595324816,-7.179000000000002,-16.353986669746252
-26.54543595324816,-8.895000000000001,-15.644986669746249
-27.155435953248162,-9.086000000000002,-13.326986669746251
-26.58943595324816,-7.341000000000001,-11.84398666974625
-26.968435953248157,-5.942000000000002,-8.862986669746252
-27.09143595324816,-4.422000000000002,-5.037986669746252
-27.66443595324816,-6.104000000000003,-6.6099866697462515
-25.608435953248158,-2.6470000000000016,-5.63498666974625
-24.81643595324816,-2.555000000000002,-7.938986669746252
-20.39143595324816,-0.046000000000001595,-12.861986669746251
-22.18543595324816,-0.3350000000000022,-8.81798666974625
-21.621435953248163,1.398999999999997,-7.254986669746251
-20.11343595324816,3.114999999999998,-7.962986669746253
-19.50343595324816,3.305999999999997,-10.280986669746252
-20.07043595324816,1.5609999999999977,-11.763986669746252
-19.69043595324816,0.1619999999999977,-14.745986669746252
-19.56843595324816,-1.3580000000000028,-18.57098666974625
-18.99543595324816,0.3239999999999985,-16.99798666974625
-21.051435953248163,-3.1330000000000022,-17.972986669746252
-21.843435953248157,-3.225000000000002,-15.66898666974625
-23.542435953248162,-2.9360000000000013,-22.55098666974625
-21.74943595324816,-3.225000000000002,-26.594986669746252
-23.864435953248158,-1.329000000000002,-23.648986669746254
-24.24343595324816,-2.728000000000002,-20.66698666974625
-24.36543595324816,-4.248000000000002,-16.84198666974625
-24.93943595324816,-2.566000000000002,-18.414986669746252
-22.883435953248156,-6.0230000000000015,-17.43998666974625
-22.090435953248157,-6.115000000000002,-19.743986669746253
-17.666435953248158,-8.624000000000002,-24.665986669746253
-19.459435953248157,-8.335000000000003,-20.62198666974625
-18.896435953248158,-10.069000000000003,-19.05898666974625
-17.38843595324816,-11.785000000000002,-19.767986669746254
-16.77843595324816,-11.976000000000003,-22.08598666974625
-17.34443595324816,-10.231000000000002,-23.568986669746252
-16.965435953248157,-8.832000000000003,-26.549986669746254
-16.270435953248157,-8.994000000000002,-28.802986669746254
-19.11843595324816,-5.445000000000002,-27.473986669746253
-34.29343595324816,-3.1330000000000022,-5.63498666974625
-33.501435953248155,-3.225000000000002,-7.938986669746252
-29.076435953248158,-5.734000000000002,-12.861986669746251
-30.87043595324816,-5.445000000000002,-8.81798666974625
-30.306435953248158,-7.179000000000002,-7.254986669746251
-28.79843595324816,-8.895000000000001,-7.962986669746253
-28.18843595324816,-9.086000000000002,-10.280986669746252
-28.75543595324816,-7.341000000000001,-11.763986669746252
-28.37543595324816,-5.942000000000002,-14.745986669746252
-28.25343595324816,-4.422000000000002,-18.57098666974625
-27.68043595324816,-6.104000000000003,-16.99798666974625
-29.736435953248158,-2.6470000000000016,-17.972986669746252
-30.52843595324816,-2.555000000000002,-15.66898666974625
-31.802000000000003,-2.9359999999999995,-1.0570000000000004
-33.595,-3.225,2.987000000000001
-33.032000000000004,-1.491,4.550000000000002
-31.524000000000004,0.2250000000000001,3.8409999999999984
-30.914,0.4159999999999999,1.5229999999999997
-31.48,-1.3290000000000002,0.040000000000000036
-31.101000000000003,-2.728,-2.9410000000000003
-30.979000000000003,-4.248,-6.766
-30.406000000000002,-2.5660000000000003,-5.194
-32.461,-6.023,-6.1690000000000005
-33.254,-6.115,-3.865
-31.719,-5.734,12.861999999999998
-29.925,-5.445,8.817999999999998
-30.488000000000003,-7.179,7.255
-31.996000000000002,-8.895,7.964000000000001
-32.04,-7.340999999999999,11.765
-30.267000000000003,-2.555,15.669999999999998
-25.842000000000002,-0.04599999999999982,10.747
-27.636000000000003,-0.3350000000000004,14.791
-27.072000000000006,1.3989999999999987,16.354
-25.564000000000004,3.1149999999999998,15.645999999999997
-24.954000000000004,3.3059999999999987,13.328
-25.521000000000004,1.5609999999999995,11.844999999999999
-25.141000000000002,0.16199999999999948,8.863
-25.019000000000002,-1.358000000000001,5.037999999999999
-24.446,0.3240000000000003,6.611
-26.502000000000006,-3.1330000000000005,5.635999999999998
-27.294,-3.225,7.94
-28.993000000000006,-2.9359999999999995,1.0579999999999998
-27.200000000000003,-3.225,-2.9860000000000007
-27.763,-1.491,-4.549
-29.271000000000004,0.2250000000000001,-3.841
-29.881000000000004,0.4159999999999999,-1.5229999999999997
-29.315,-1.3290000000000002,-0.040000000000000924
-29.694000000000003,-2.728,2.9419999999999993
-29.816000000000003,-4.248,6.767
-30.390000000000004,-2.5660000000000003,5.194
-28.334,-6.023,6.169
-27.541,-6.115,3.8649999999999993
-23.117,-8.624,-1.0570000000000004
-24.91,-8.335,2.987000000000001
-24.347,-10.069,4.550000000000002
-22.839000000000002,-11.785,3.8409999999999984
-22.229000000000003,-11.976,1.5229999999999997
-22.795,-10.231,0.040000000000000036
-22.416,-8.832,-2.9410000000000003
-22.294,-7.311999999999999,-6.766
-21.721,-8.994,-5.194
-23.776000000000003,-5.537000000000001,-6.1690000000000005
-24.569000000000003,-5.445,-3.865
-33.704,-4.422000000000001,5.037999999999999
-33.131,-6.104000000000001,6.611
-27.744564046751844,-7.311999999999998,16.84298666974625
-27.171564046751843,-8.993999999999998,18.41498666974625
-29.226564046751847,-5.536999999999999,17.43998666974625
-28.14443595324816,2.5549999999999984,-20.62198666974625
-27.58143595324816,4.288999999999998,-19.05898666974625
-26.07343595324816,6.004999999999999,-19.767986669746254
-25.46343595324816,6.195999999999998,-22.08598666974625
-26.268435953248158,0.045999999999998264,-10.746986669746253
-24.474435953248157,0.3349999999999984,-14.790986669746253
-25.03743595324816,-1.3990000000000016,-16.353986669746252
-26.54543595324816,-3.115000000000002,-15.644986669746249
-27.155435953248162,-3.306000000000002,-13.326986669746251
-26.58943595324816,-1.5610000000000017,-11.84398666974625
-26.968435953248157,-0.1620000000000017,-8.862986669746252
-27.09143595324816,1.3579999999999983,-5.037986669746252
-27.66443595324816,-0.3240000000000016,-6.6099866697462515
-25.608435953248158,3.1329999999999987,-5.63498666974625
-24.81643595324816,3.2249999999999983,-7.938986669746252
-20.39143595324816,5.733999999999998,-12.861986669746251
-22.18543595324816,5.4449999999999985,-8.81798666974625
-21.621435953248163,7.178999999999997,-7.254986669746251
-20.11343595324816,8.894999999999998,-7.962986669746253
-19.50343595324816,9.085999999999997,-10.280986669746252
-20.07043595324816,7.3409999999999975,-11.763986669746252
-19.69043595324816,5.941999999999998,-14.745986669746252
-19.56843595324816,4.421999999999997,-18.57098666974625
-18.99543595324816,6.103999999999999,-16.99798666974625
-21.051435953248163,2.646999999999998,-17.972986669746252
-21.843435953248157,2.5549999999999984,-15.66898666974625
-23.542435953248162,2.843999999999999,-22.55098666974625
-21.74943595324816,2.5549999999999984,-26.594986669746252
-23.864435953248158,4.450999999999999,-23.648986669746254
-24.24343595324816,3.0519999999999983,-20.66698666974625
-24.36543595324816,1.5319999999999983,-16.84198666974625
-24.93943595324816,3.213999999999998,-18.414986669746252
-22.883435953248156,-0.24300000000000166,-17.43998666974625
-22.090435953248157,-0.3350000000000015,-19.743986669746253
-17.666435953248158,-2.8440000000000016,-24.665986669746253
-19.459435953248157,-2.5550000000000015,-20.62198666974625
-18.896435953248158,-4.2890000000000015,-19.05898666974625
-17.38843595324816,-6.005000000000001,-19.767986669746254
-16.77843595324816,-6.1960000000000015,-22.08598666974625
-17.34443595324816,-4.451000000000001,-23.568986669746252
-16.965435953248157,-3.0520000000000014,-26.549986669746254
-16.843435953248157,-1.5320000000000016,-30.374986669746253
-16.270435953248157,-3.2140000000000013,-28.802986669746254
-18.32543595324816,0.24299999999999855,-29.77798666974625
-19.11843595324816,0.3349999999999984,-27.473986669746253
-34.29343595324816,2.646999999999998,-5.63498666974625
-33.501435953248155,2.5549999999999984,-7.938986669746252
-29.076435953248158,0.045999999999998264,-12.861986669746251
-30.87043595324816,0.3349999999999984,-8.81798666974625
-30.306435953248158,-1.3990000000000016,-7.254986669746251
-28.79843595324816,-3.115000000000002,-7.962986669746253
-28.18843595324816,-3.306000000000002,-10.280986669746252
-28.75543595324816,-1.5610000000000017,-11.763986669746252
-28.37543595324816,-0.1620000000000017,-14.745986669746252
-28.25343595324816,1.3579999999999983,-18.57098666974625
-27.68043595324816,-0.3240000000000016,-16.99798666974625
-29.736435953248158,3.1329999999999987,-17.972986669746252
-30.52843595324816,3.2249999999999983,-15.66898666974625
-31.802000000000003,2.8440000000000007,-1.0570000000000004
-33.595,2.555,2.987000000000001
-33.032000000000004,4.289,4.550000000000002
-31.524000000000004,6.005000000000001,3.8409999999999984
-30.914,6.196,1.5229999999999997
-31.48,4.4510000000000005,0.040000000000000036
-31.101000000000003,3.052,-2.9410000000000003
-30.979000000000003,1.532,-6.766
-30.406000000000002,3.214,-5.194
-32.461,-0.24299999999999988,-6.1690000000000005
-33.254,-0.33499999999999974,-3.865
-31.719,0.04600000000000004,12.861999999999998
-29.925,0.3350000000000002,8.817999999999998
-30.488000000000003,-1.3989999999999998,7.255
-31.996000000000002,-3.115,7.964000000000001
-32.606,-3.306,10.282
-32.04,-1.561,11.765
-30.267000000000003,3.225,15.669999999999998
-25.842000000000002,5.734,10.747
-27.636000000000003,5.445,14.791
-27.072000000000006,7.1789999999999985,16.354
-25.564000000000004,8.895,15.645999999999997
-24.954000000000004,9.085999999999999,13.328
-25.521000000000004,7.340999999999999,11.844999999999999
-25.141000000000002,5.942,8.863
-25.019000000000002,4.421999999999999,5.037999999999999
-24.446,6.104000000000001,6.611
-26.502000000000006,2.647,5.635999999999998
-27.294,2.555,7.94
-28.993000000000006,2.8440000000000007,1.0579999999999998
-27.200000000000003,2.555,-2.9860000000000007
-27.763,4.289,-4.549
-29.271000000000004,6.005000000000001,-3.841
-29.881000000000004,6.196,-1.5229999999999997
-29.315,4.4510000000000005,-0.040000000000000924
-29.694000000000003,3.052,2.9419999999999993
-29.816000000000003,1.532,6.767
-30.390000000000004,3.214,5.194
-28.334,-0.24299999999999988,6.169
-27.541,-0.33499999999999974,3.8649999999999993
-23.117,-2.844,-1.0570000000000004
-24.91,-2.5549999999999997,2.987000000000001
-24.347,-4.289,4.550000000000002
-22.839000000000002,-6.004999999999999,3.8409999999999984
-22.229000000000003,-6.196,1.5229999999999997
-22.795,-4.451,0.040000000000000036
-22.416,-3.0519999999999996,-2.9410000000000003
-22.294,-1.5319999999999998,-6.766
-21.721,-3.2139999999999995,-5.194
-23.776000000000003,0.24300000000000033,-6.1690000000000005
-24.569000000000003,0.3350000000000002,-3.865
-33.826,-0.16199999999999992,8.863
-33.704,1.358,5.037999999999999
-33.131,-0.32399999999999984,6.611
-27.866564046751844,-3.051999999999998,20.66798666974625
-27.744564046751844,-1.531999999999998,16.84298666974625
-27.171564046751843,-3.2139999999999977,18.41498666974625
-29.226564046751847,0.2430000000000021,17.43998666974625
-26.07343595324816,11.784999999999998,-19.767986669746254
-26.268435953248158,5.825999999999999,-10.746986669746253
-24.474435953248157,6.114999999999998,-14.790986669746253
-25.03743595324816,4.3809999999999985,-16.353986669746252
-26.54543595324816,2.6649999999999987,-15.644986669746249
-27.155435953248162,2.473999999999999,-13.326986669746251
-26.58943595324816,4.218999999999999,-11.84398666974625
-26.968435953248157,5.6179999999999986,-8.862986669746252
-27.09143595324816,7.137999999999998,-5.037986669746252
-27.66443595324816,5.455999999999998,-6.6099866697462515
-25.608435953248158,8.912999999999998,-5.63498666974625
-24.81643595324816,9.004999999999999,-7.938986669746252
-20.39143595324816,11.514,-12.861986669746251
-22.18543595324816,11.224999999999998,-8.81798666974625
-21.621435953248163,12.958999999999996,-7.254986669746251
-20.11343595324816,14.674999999999997,-7.962986669746253
-19.50343595324816,14.865999999999996,-10.280986669746252
-20.07043595324816,13.120999999999999,-11.763986669746252
-19.69043595324816,11.721999999999998,-14.745986669746252
-19.56843595324816,10.201999999999998,-18.57098666974625
-18.99543595324816,11.883999999999999,-16.99798666974625
-21.051435953248163,8.426999999999998,-17.972986669746252
-21.843435953248157,8.334999999999997,-15.66898666974625
-23.542435953248162,8.623999999999999,-22.55098666974625
-24.24343595324816,8.831999999999997,-20.66698666974625
-24.36543595324816,7.311999999999998,-16.84198666974625
-24.93943595324816,8.993999999999998,-18.414986669746252
-22.883435953248156,5.536999999999999,-17.43998666974625
-22.090435953248157,5.4449999999999985,-19.743986669746253
-17.666435953248158,2.9359999999999986,-24.665986669746253
-19.459435953248157,3.2249999999999983,-20.62198666974625
-18.896435953248158,1.4909999999999988,-19.05898666974625
-17.38843595324816,-0.22500000000000098,-19.767986669746254
-16.77843595324816,-0.4160000000000017,-22.08598666974625
-17.34443595324816,1.3289999999999988,-23.568986669746252
-16.965435953248157,2.7279999999999984,-26.549986669746254
-16.843435953248157,4.247999999999999,-30.374986669746253
-16.270435953248157,2.5659999999999985,-28.802986669746254
-19.11843595324816,6.114999999999998,-27.473986669746253
-29.076435953248158,5.825999999999999,-12.861986669746251
-30.87043595324816,6.114999999999998,-8.81798666974625
-30.306435953248158,4.3809999999999985,-7.254986669746251
-28.79843595324816,2.6649999999999987,-7.962986669746253
-28.18843595324816,2.473999999999999,-10.280986669746252
-28.75543595324816,4.218999999999999,-11.763986669746252
-28.37543595324816,5.6179999999999986,-14.745986669746252
-28.25343595324816,7.137999999999998,-18.57098666974625
-27.68043595324816,5.455999999999998,-16.99798666974625
-31.802000000000003,8.624,-1.0570000000000004
-33.595,8.335,2.987000000000001
-33.032000000000004,10.068999999999999,4.550000000000002
-31.524000000000004,11.785,3.8409999999999984
-30.914,11.975999999999999,1.5229999999999997
-31.48,10.231,0.040000000000000036
-31.101000000000003,8.832,-2.9410000000000003
-30.979000000000003,7.311999999999999,-6.766
-30.406000000000002,8.994,-5.194
-32.461,5.537000000000001,-6.1690000000000005
-33.254,5.445,-3.865
-31.719,5.8260000000000005,12.861999999999998
-29.925,6.115,8.817999999999998
-30.488000000000003,4.381,7.255
-31.996000000000002,2.6650000000000005,7.964000000000001
-32.606,2.4740000000000006,10.282
-32.04,4.219000000000001,11.765
-25.842000000000002,11.514,10.747
-27.636000000000003,11.225,14.791
-27.072000000000006,12.959,16.354
-25.564000000000004,14.675,15.645999999999997
-24.954000000000004,14.866,13.328
-25.521000000000004,13.120999999999999,11.844999999999999
-25.141000000000002,11.722,8.863
-25.019000000000002,10.201999999999998,5.037999999999999
-24.446,11.884,6.611
-26.502000000000006,8.427,5.635999999999998
-27.294,8.335,7.94
-28.993000000000006,8.624,1.0579999999999998
-27.200000000000003,8.335,-2.9860000000000007
-27.763,10.068999999999999,-4.549
-29.271000000000004,11.785,-3.841
-29.881000000000004,11.975999999999999,-1.5229999999999997
-29.315,10.231,-0.040000000000000924
-29.694000000000003,8.832,2.9419999999999993
-29.816000000000003,7.311999999999999,6.767
-30.390000000000004,8.994,5.194
-28.334,5.537000000000001,6.169
-27.541,5.445,3.8649999999999993
-23.117,2.9360000000000004,-1.0570000000000004
-24.91,3.225,2.987000000000001
-24.347,1.4910000000000005,4.550000000000002
-22.839000000000002,-0.2249999999999992,3.8409999999999984
-22.229000000000003,-0.4159999999999999,1.5229999999999997
-22.795,1.3290000000000006,0.040000000000000036
-22.416,2.728,-2.9410000000000003
-22.294,4.248000000000001,-6.766
-21.721,2.5660000000000003,-5.194
-23.776000000000003,6.023,-6.1690000000000005
-24.569000000000003,6.115,-3.865
-33.704,7.138,5.037999999999999
-33.131,5.4559999999999995,6.611
-27.866564046751844,2.728000000000002,20.66798666974625
-27.744564046751844,4.248000000000003,16.84298666974625
-27.171564046751843,2.566000000000002,18.41498666974625
-29.226564046751847,6.0230000000000015,17.43998666974625
-26.268435953248158,11.605999999999998,-10.746986669746253
-24.474435953248157,11.894999999999998,-14.790986669746253
-25.03743595324816,10.160999999999998,-16.353986669746252
-26.54543595324816,8.444999999999999,-15.644986669746249
-27.155435953248162,8.253999999999998,-13.326986669746251
-26.58943595324816,9.998999999999999,-11.84398666974625
-26.968435953248157,11.397999999999998,-8.862986669746252
-27.09143595324816,12.918,-5.037986669746252
-27.66443595324816,11.235999999999999,-6.6099866697462515
-25.608435953248158,14.692999999999998,-5.63498666974625
-24.81643595324816,14.784999999999997,-7.938986669746252
-20.39143595324816,17.293999999999997,-12.861986669746251
-22.18543595324816,17.005,-8.81798666974625
-21.621435953248163,18.738999999999997,-7.254986669746251
-20.11343595324816,20.455,-7.962986669746253
-19.50343595324816,20.645999999999997,-10.280986669746252
-20.07043595324816,18.900999999999996,-11.763986669746252
-19.69043595324816,17.502,-14.745986669746252
-19.56843595324816,15.982,-18.57098666974625
-18.99543595324816,17.663999999999998,-16.99798666974625
-21.051435953248163,14.206999999999997,-17.972986669746252
-21.843435953248157,14.114999999999998,-15.66898666974625
-24.36543595324816,13.091999999999999,-16.84198666974625
-24.93943595324816,14.773999999999997,-18.414986669746252
-22.883435953248156,11.316999999999998,-17.43998666974625
-22.090435953248157,11.224999999999998,-19.743986669746253
-17.666435953248158,8.715999999999998,-24.665986669746253
-19.459435953248157,9.004999999999999,-20.62198666974625
-18.896435953248158,7.270999999999999,-19.05898666974625
-17.38843595324816,5.555,-19.767986669746254
-16.77843595324816,5.363999999999999,-22.08598666974625
-17.34443595324816,7.108999999999998,-23.568986669746252
-16.965435953248157,8.508,-26.549986669746254
-16.270435953248157,8.345999999999998,-28.802986669746254
-29.076435953248158,11.605999999999998,-12.861986669746251
-30.87043595324816,11.894999999999998,-8.81798666974625
-30.306435953248158,10.160999999999998,-7.254986669746251
-28.79843595324816,8.444999999999999,-7.962986669746253
-28.18843595324816,8.253999999999998,-10.280986669746252
-28.75543595324816,9.998999999999999,-11.763986669746252
-28.37543595324816,11.397999999999998,-14.745986669746252
-27.68043595324816,11.235999999999999,-16.99798666974625
-31.802000000000003,14.404,-1.0570000000000004
-31.101000000000003,14.612000000000002,-2.9410000000000003
-30.979000000000003,13.092,-6.766
-30.406000000000002,14.774000000000001,-5.194
-32.461,11.317,-6.1690000000000005
